Commune,Population,Taux global de taxe foncière sur les propriétés bâties (TFB),Taux global de taxe foncière sur les propriétés non bâties (TFNB),Taux de cotisation foncière des entreprises (CFE),SECTEUR_CFE_Base,TARIF_M2,BASE,CFE,TFB,ZRC,Taux d'exonération,Total d'impôts à payer,libelle
ABZAC,504,"40,31","114,06","26,44",1,"40,8",142800,"37756,32","28781,34",0,0,"66537,66",47.11F Hypermarchés
AGRIS,867,"45,2","125,54","24,76",1,"40,8",142800,"35357,28","32272,80",0,0,"67630,08",47.11F Hypermarchés
AIGRE,1618,"44,68","101,48","25,12",2,"51,2",179200,"35871,36","40033,28",0,0,"75904,64",47.11F Hypermarchés
ALLOUE,474,"44,22","120,32","27,04",1,"40,8",142800,"38613,12","31573,08",0,0,"70186,20",47.11F Hypermarchés
AMBERAC,312,"49,28","124,34","29,48",1,"40,8",142800,"42097,44","35185,92",0,0,"77283,36",47.11F Hypermarchés
AMBERNAC,386,"40,67","131,22","27,15",1,"40,8",142800,"38770,2","29038,38",0,0,"67808,58",47.11F Hypermarchés
ANAIS,589,"41,19","95,23","28,2",2,"51,2",179200,"40269,6","36906,24",0,0,"77175,84",47.11F Hypermarchés
ANGEAC CHAMPAGNE,512,"35,54","91,83","25,46",2,"51,2",179200,"36356,88","31843,84",0,0,"68200,72",47.11F Hypermarchés
ANGEAC CHARENTE,327,"39,34","91,91","25,46",1,"40,8",142800,"36356,88","28088,76",0,0,"64445,64",47.11F Hypermarchés
ANGEDUC,128,"37,82","78,7","24,81",1,"40,8",142800,"35428,68","27003,48",0,0,"62432,16",47.11F Hypermarchés
ANGOULEME,43290,"62,43","124,18","26,53",4,"71,5",250250,"37884,84","78115,54",0,0,"116000,38",47.11F Hypermarchés
ANSAC SUR VIENNE,850,45,"132,89","25,87",2,"51,2",179200,"36942,36","40320,00",0,0,"77262,36",47.11F Hypermarchés
ARS,727,"41,6","103,79","25,46",2,"51,2",179200,"36356,88","37273,60",0,0,"73630,48",47.11F Hypermarchés
ASNIERES SUR NOUERE,1271,"40,76","93,52","26,53",1,"40,8",142800,"37884,84","29102,64",0,0,"66987,48",47.11F Hypermarchés
AUBETERRE SUR DRONNE,351,"54,67","110,97","23,8",2,"51,2",179200,"33986,4","48984,32",0,0,"82970,72",47.11F Hypermarchés
AUNAC SUR CHARENTE,601,"45,72","107,06","27,49",1,"40,8",142800,"39255,72","32644,08",0,0,"71899,80",47.11F Hypermarchés
AUSSAC-VADALLE,524,"49,87","123,55","26,64",1,"40,8",142800,"38041,92","35607,18",0,0,"73649,10",47.11F Hypermarchés
BAIGNES STE RADEGONDE,1268,"52,81","113,33","24,81",1,"40,8",142800,"35428,68","37706,34",0,0,"73135,02",47.11F Hypermarchés
BALZAC,1386,"45,62","102,17","26,53",2,"51,2",179200,"37884,84","40875,52",0,0,"78760,36",47.11F Hypermarchés
BARBEZIERES,129,"46,64","113,02","22,83",2,"51,2",179200,"32601,24","41789,44",0,0,"74390,68",47.11F Hypermarchés
BARBEZIEUX ST HILAIRE,4891,"44,27","99,56","24,81",1,"40,8",142800,"35428,68","31608,78",0,0,"67037,46",47.11F Hypermarchés
BARDENAC,231,"47,92","86,84","23,8",2,"51,2",179200,"33986,4","42936,32",0,0,"76922,72",47.11F Hypermarchés
BARRET,1074,"45,02","95,44","24,81",2,"51,2",179200,"35428,68","40337,92",0,0,"75766,60",47.11F Hypermarchés
BARRO,421,52,"91,87","24,62",2,"51,2",179200,"35157,36","46592,00",0,0,"81749,36",47.11F Hypermarchés
BASSAC,524,"42,95","100,51","25,46",1,"40,8",142800,"36356,88","30666,30",0,0,"67023,18",47.11F Hypermarchés
BAZAC,146,"42,48","81,42","23,8",2,"51,2",179200,"33986,4","38062,08",0,0,"72048,48",47.11F Hypermarchés
BEAULIEU-SUR-SONNETTE,204,"41,34","119,29","26,76",1,"40,8",142800,"38213,28","29516,76",0,0,"67730,04",47.11F Hypermarchés
BECHERESSE,300,"37,52","78,49","24,81",1,"40,8",142800,"35428,68","26789,28",0,0,"62217,96",47.11F Hypermarchés
BELLEVIGNE,1333,"34,4","86,83","25,46",1,"40,8",142800,"36356,88","24561,60",0,0,"60918,48",47.11F Hypermarchés
BELLON,146,"47,76","86,76","23,8",1,"40,8",142800,"33986,4","34100,64",0,0,"68087,04",47.11F Hypermarchés
BENEST,318,"42,78","123,51","28,66",1,"40,8",142800,"40926,48","30544,92",0,0,"71471,40",47.11F Hypermarchés
BERNAC,486,"51,91","99,09","24,62",1,"40,8",142800,"35157,36","37063,74",0,0,"72221,10",47.11F Hypermarchés
BERNEUIL,311,"37,3","101,33","24,81",1,"40,8",142800,"35428,68","26632,20",0,0,"62060,88",47.11F Hypermarchés
BESSAC,112,"36,33","75,7","23,8",1,"40,8",142800,"33986,4","25939,62",0,0,"59926,02",47.11F Hypermarchés
BESSE,117,"45,7","109,68","26,83",1,"40,8",142800,"38313,24","32629,80",0,0,"70943,04",47.11F Hypermarchés
BIOUSSAC,222,"53,18","105,94","24,62",1,"40,8",142800,"35157,36","25440,25",1,33,"60597,61",47.11F Hypermarchés
BIRAC,372,"32,39","81,8","25,46",1,"40,8",142800,"36356,88","23126,46",0,0,"59483,34",47.11F Hypermarchés
BLANZAGUET-ST-CYBARD,301,"40,86","87,05","23,8",2,"51,2",179200,"33986,4","36610,56",0,0,"70596,96",47.11F Hypermarchés
BOISBRETEAU,129,"40,02","96,98","24,81",1,"40,8",142800,"35428,68","28574,28",0,0,"64002,96",47.11F Hypermarchés
BOISNE LA TUDE,685,"47,93","87,81","23,8",1,"40,8",142800,"33986,4","34222,02",0,0,"68208,42",47.11F Hypermarchés
BONNES,383,"45,47","92,18","23,8",2,"51,2",179200,"33986,4","40741,12",0,0,"74727,52",47.11F Hypermarchés
BONNEUIL,259,"41,61","97,34","25,46",1,"40,8",142800,"36356,88","29709,54",0,0,"66066,42",47.11F Hypermarchés
BORS DE BAIGNES,120,"41,44","90,19","24,81",1,"40,8",142800,"35428,68","29588,16",0,0,"65016,84",47.11F Hypermarchés
BORS DE MONTMOREAU,249,"49,26","94,26","23,8",1,"40,8",142800,"33986,4","35171,64",0,0,"69158,04",47.11F Hypermarchés
BOUEX,903,"46,58","113,81","26,53",1,"40,8",142800,"37884,84","33258,12",0,0,"71142,96",47.11F Hypermarchés
BOURG CHARENTE,909,"39,52","94,6","25,46",2,"51,2",179200,"36356,88","35409,92",0,0,"71766,80",47.11F Hypermarchés
BOUTEVILLE,326,"41,66","102,29","25,46",1,"40,8",142800,"36356,88","29745,24",0,0,"66102,12",47.11F Hypermarchés
BOUTIERS SAINT TROJAN,1461,"45,51","98,28","25,46",2,"51,2",179200,"36356,88","40776,96",0,0,"77133,84",47.11F Hypermarchés
BRETTES,181,"57,06","110,96","24,62",1,"40,8",142800,"35157,36","40740,84",0,0,"75898,20",47.11F Hypermarchés
BREVILLE,466,"43,62",106,"25,46",1,"40,8",142800,"36356,88","31144,68",0,0,"67501,56",47.11F Hypermarchés
BRIE,4315,"43,57","96,05","26,53",3,"61,4",214900,"37884,84","46815,97",0,0,"84700,81",47.11F Hypermarchés
BRIE SOUS BARBEZIEUX,138,"38,98","126,86","24,81",1,"40,8",142800,"35428,68","27831,72",0,0,"63260,40",47.11F Hypermarchés
BRIE-SOUS-CHALAIS,159,"43,24","86,55","23,8",1,"40,8",142800,"33986,4","30873,36",0,0,"64859,76",47.11F Hypermarchés
BRIGUEUIL,1132,"42,88","133,51","25,46",2,"51,2",179200,"36356,88","38420,48",0,0,"74777,36",47.11F Hypermarchés
BRILLAC,627,"46,71","142,49","26,01",1,"40,8",142800,"37142,28","33350,94",0,0,"70493,22",47.11F Hypermarchés
BROSSAC,472,"52,68","108,1","24,81",2,"51,2",179200,"35428,68","47201,28",0,0,"82629,96",47.11F Hypermarchés
BUNZAC,475,"42,8","131,14","24,76",1,"40,8",142800,"35357,28","30559,20",0,0,"65916,48",47.11F Hypermarchés
CELLEFROUIN,571,"49,36","112,81","25,77",1,"40,8",142800,"36799,56","35243,04",0,0,"72042,60",47.11F Hypermarchés
CELLETTES,391,"49,65","111,79","24,9",1,"40,8",142800,"35557,2","35450,10",0,0,"71007,30",47.11F Hypermarchés
CHABANAIS,1600,"46,38","124,3","25,41",2,"51,2",179200,"36285,48","41556,48",0,0,"77841,96",47.11F Hypermarchés
CHABRAC,607,"42,05","110,9","26,76",1,"40,8",142800,"38213,28","30023,70",0,0,"68236,98",47.11F Hypermarchés
CHADURIE,521,"38,69","79,18","23,8",1,"40,8",142800,"33986,4","27624,66",0,0,"61611,06",47.11F Hypermarchés
CHALAIS,1807,"51,95","95,48","23,8",2,"51,2",179200,"33986,4","46547,20",0,0,"80533,60",47.11F Hypermarchés
CHALLIGNAC,341,"38,57","112,76","24,81",1,"40,8",142800,"35428,68","27538,98",0,0,"62967,66",47.11F Hypermarchés
CHAMPAGNE MOUTON,887,"44,34","111,74","25,67",1,"40,8",142800,"36656,76","31658,76",0,0,"68315,52",47.11F Hypermarchés
CHAMPAGNE-VIGNY,247,"45,32","89,72","24,81",2,"51,2",179200,"35428,68","40606,72",0,0,"76035,40",47.11F Hypermarchés
CHAMPMILLON,500,"43,84","86,68","25,46",1,"40,8",142800,"36356,88","31301,76",0,0,"67658,64",47.11F Hypermarchés
CHAMPNIERS,5267,"43,93","100,8","26,53",3,"61,4",214900,"37884,84","47202,79",0,0,"85087,63",47.11F Hypermarchés
CHANTILLAC,350,"51,03","85,89","24,81",1,"40,8",142800,"35428,68","36435,42",0,0,"71864,10",47.11F Hypermarchés
CHARME,346,"50,77","106,67","27,26",1,"40,8",142800,"38927,28","36249,78",0,0,"75177,06",47.11F Hypermarchés
CHARRAS,337,"40,36","75,56","24,76",1,"40,8",142800,"35357,28","28817,04",0,0,"64174,32",47.11F Hypermarchés
CHASSENEUIL SR BONNIEURE,3355,"48,23","108,9","24,66",1,"40,8",142800,"35214,48","34436,22",0,0,"69650,70",47.11F Hypermarchés
CHASSENON,881,"36,73","117,35","25,2",2,"51,2",179200,"35985,6","32910,08",0,0,"68895,68",47.11F Hypermarchés
CHASSIECQ,144,"42,47","119,56","22,34",1,"40,8",142800,"31901,52","30323,58",0,0,"62225,10",47.11F Hypermarchés
CHASSORS,1143,"44,26","94,06","25,46",1,"40,8",142800,"36356,88","31601,64",0,0,"67958,52",47.11F Hypermarchés
CHATEAUBERNARD,3812,"38,06","87,43","25,46",2,"51,2",179200,"36356,88","34101,76",0,0,"70458,64",47.11F Hypermarchés
CHATEAUNEUF SUR CHARENTE,3601,"41,05","98,73","25,46",3,"61,4",214900,"36356,88","44108,23",0,0,"80465,11",47.11F Hypermarchés
CHATIGNAC,174,"47,53","113,39","23,8",3,"61,4",214900,"33986,4","51070,99",0,0,"85057,39",47.11F Hypermarchés
CHAZELLES,1613,"45,25","106,59","24,76",1,"40,8",142800,"35357,28","32308,50",0,0,"67665,78",47.11F Hypermarchés
CHENON,134,"40,14","91,02","23,66",2,"51,2",179200,"33786,48","35965,44",0,0,"69751,92",47.11F Hypermarchés
CHERVES RICHEMONT,2399,"43,91","102,54","25,46",1,"40,8",142800,"36356,88","31351,74",0,0,"67708,62",47.11F Hypermarchés
CHERVES-CHATELARS,421,"44,7","141,04","22,16",2,"51,2",179200,"31644,48","40051,20",0,0,"71695,68",47.11F Hypermarchés
CHILLAC,222,"44,11",109,"24,81",1,"40,8",142800,"35428,68","31494,54",0,0,"66923,22",47.11F Hypermarchés
CHIRAC,781,"41,59","133,31","23,78",1,"40,8",142800,"33957,84","29695,26",0,0,"63653,10",47.11F Hypermarchés
CLAIX,1070,"60,85","97,73","26,53",1,"40,8",142800,"37884,84","43446,90",0,0,"81331,74",47.11F Hypermarchés
COGNAC,19104,"49,89","122,39","25,46",2,"51,2",179200,"36356,88","44701,44",0,0,"81058,32",47.11F Hypermarchés
COMBIERS,128,"43,88","88,42","23,8",4,"71,5",250250,"33986,4","54904,85",0,0,"88891,25",47.11F Hypermarchés
CONDAC,479,"51,05","92,48","24,62",1,"40,8",142800,"35157,36","36449,70",0,0,"71607,06",47.11F Hypermarchés
CONDEON,625,"42,23","102,26","24,81",1,"40,8",142800,"35428,68","30152,22",0,0,"65580,90",47.11F Hypermarchés
CONFOLENS,2866,"51,13","134,08","28,32",1,"40,8",142800,"40440,96","36506,82",0,0,"76947,78",47.11F Hypermarchés
COTEAUX DU BLANZACAIS,1015,"41,82","75,93","24,81",2,"51,2",179200,"35428,68","37470,72",0,0,"72899,40",47.11F Hypermarchés
COULGENS,540,"55,7","143,17","24,76",1,"40,8",142800,"35357,28","39769,80",0,0,"75127,08",47.11F Hypermarchés
COULONGES,132,"48,41","110,94","29,79",1,"40,8",142800,"42540,12","34564,74",0,0,"77104,86",47.11F Hypermarchés
COURBILLAC,771,"47,87","106,35","25,1",1,"40,8",142800,"35842,8","34179,18",0,0,"70021,98",47.11F Hypermarchés
COURCOME,798,"54,25","113,26","24,62",1,"40,8",142800,"35157,36","38734,50",0,0,"73891,86",47.11F Hypermarchés
COURGEAC,181,"38,79","80,62","23,8",1,"40,8",142800,"33986,4","27696,06",0,0,"61682,46",47.11F Hypermarchés
COURLAC,59,"43,2","85,05","23,8",1,"40,8",142800,"33986,4","30844,80",0,0,"64831,20",47.11F Hypermarchés
COUTURE,168,"54,97","110,56","24,62",1,"40,8",142800,"35157,36","39248,58",0,0,"74405,94",47.11F Hypermarchés
CRITEUIL LA MAGDELEINE,399,"45,36","102,99","25,46",1,"40,8",142800,"36356,88","32387,04",0,0,"68743,92",47.11F Hypermarchés
CURAC,123,"39,61","79,4","23,8",1,"40,8",142800,"33986,4","28281,54",0,0,"62267,94",47.11F Hypermarchés
DEVIAT,138,"48,56","88,66","23,8",1,"40,8",142800,"33986,4","34671,84",0,0,"68658,24",47.11F Hypermarchés
DIGNAC,1370,"49,5","109,95","26,53",2,"51,2",179200,"37884,84","44352,00",0,0,"82236,84",47.11F Hypermarchés
DIRAC,1541,"49,45","105,9","26,53",1,"40,8",142800,"37884,84","35307,30",0,0,"73192,14",47.11F Hypermarchés
DOUZAT,453,"43,55","97,61","25,1",1,"40,8",142800,"35842,8","31094,70",0,0,"66937,50",47.11F Hypermarchés
EBREON,144,"40,09","106,57","26,73",1,"40,8",142800,"38170,44","28624,26",0,0,"66794,70",47.11F Hypermarchés
ECHALLAT,498,"44,95","95,99","25,1",1,"40,8",142800,"35842,8","32094,30",0,0,"67937,10",47.11F Hypermarchés
ECURAS,579,"38,6","115,14","24,76",1,"40,8",142800,"35357,28","27560,40",0,0,"62917,68",47.11F Hypermarchés
EDON,266,"51,65","97,11","23,8",1,"40,8",142800,"33986,4","36878,10",0,0,"70864,50",47.11F Hypermarchés
EMPURE,98,"62,22","122,64","24,62",1,"40,8",142800,"35157,36","44425,08",0,0,"79582,44",47.11F Hypermarchés
EPENEDE,180,"46,21","135,06","30,44",1,"40,8",142800,"43468,32","32993,94",0,0,"76462,26",47.11F Hypermarchés
ESSE,504,"38,83","140,26","27,81",1,"40,8",142800,"39712,68","27724,62",0,0,"67437,30",47.11F Hypermarchés
ETAGNAC,999,"37,76","104,34","21,61",1,"40,8",142800,"30859,08","26960,64",0,0,"57819,72",47.11F Hypermarchés
ETRIAC,201,"35,23","80,88","24,81",1,"40,8",142800,"35428,68","25154,22",0,0,"60582,90",47.11F Hypermarchés
EXIDEUIL SUR VIENNE,1041,"43,51","117,36","25,28",1,"40,8",142800,"36099,84","31066,14",0,0,"67165,98",47.11F Hypermarchés
EYMOUTHIERS,318,"35,41","109,71","24,76",1,"40,8",142800,"35357,28","25282,74",0,0,"60640,02",47.11F Hypermarchés
FEUILLADE,318,"38,97","94,66","24,76",1,"40,8",142800,"35357,28","27824,58",0,0,"63181,86",47.11F Hypermarchés
FLEAC,3923,"55,94","115,64","26,53",3,"61,4",214900,"37884,84","60107,53",0,0,"97992,37",47.11F Hypermarchés
FLEURAC,241,"46,63","94,94","25,46",1,"40,8",142800,"36356,88","33293,82",0,0,"69650,70",47.11F Hypermarchés
FONTCLAIREAU,453,"46,97","115,41","27,8",1,"40,8",142800,"39698,4","33536,58",0,0,"73234,98",47.11F Hypermarchés
FONTENILLE,333,"42,65","99,94","22,02",1,"40,8",142800,"31444,56","30452,10",0,0,"61896,66",47.11F Hypermarchés
FOUQUEBRUNE,717,"50,07","74,83","23,8",1,"40,8",142800,"33986,4","35749,98",0,0,"69736,38",47.11F Hypermarchés
FOUQUEURE,427,"48,44","114,46","24,27",1,"40,8",142800,"34657,56","34586,16",0,0,"69243,72",47.11F Hypermarchés
FOUSSIGNAC,658,"38,4","79,42","25,46",2,"51,2",179200,"36356,88","34406,40",0,0,"70763,28",47.11F Hypermarchés
GARAT,2143,"47,72","110,99","26,53",2,"51,2",179200,"37884,84","42757,12",0,0,"80641,96",47.11F Hypermarchés
GARDES LE PONTAROUX,270,"48,24","106,45","23,8",1,"40,8",142800,"33986,4","34443,36",0,0,"68429,76",47.11F Hypermarchés
GENAC-BIGNAC,1025,"47,95","100,39","25,1",1,"40,8",142800,"35842,8","34236,30",0,0,"70079,10",47.11F Hypermarchés
GENSAC LA PALLUE,1637,"44,6","98,36","25,46",3,"61,4",214900,"36356,88","47922,70",0,0,"84279,58",47.11F Hypermarchés
GENTE,907,"39,46","93,81","25,46",3,"61,4",214900,"36356,88","42399,77",0,0,"78756,65",47.11F Hypermarchés
GIMEUX,739,"42,89","97,13","25,46",1,"40,8",142800,"36356,88","30623,46",0,0,"66980,34",47.11F Hypermarchés
GRASSAC,313,"33,71","86,04","24,76",3,"61,4",214900,"35357,28","36221,40",0,0,"71578,68",47.11F Hypermarchés
GRAVES SAINT AMANT,341,"37,64","97,03","25,46",2,"51,2",179200,"36356,88","33725,44",0,0,"70082,32",47.11F Hypermarchés
GUIMPS,489,"42,52","106,69","24,81",1,"40,8",142800,"35428,68","30359,28",0,0,"65787,96",47.11F Hypermarchés
GUIZENGEARD,168,"42,17","100,27","24,81",1,"40,8",142800,"35428,68","30109,38",0,0,"65538,06",47.11F Hypermarchés
GURAT,182,"42,23","94,64","23,8",1,"40,8",142800,"33986,4","30152,22",0,0,"64138,62",47.11F Hypermarchés
HIERSAC,1166,"43,35","102,27","25,46",1,"40,8",142800,"36356,88","30951,90",0,0,"67308,78",47.11F Hypermarchés
HIESSE,245,"36,93","128,04","32,76",1,"40,8",142800,"46781,28","26368,02",0,0,"73149,30",47.11F Hypermarchés
HOULETTE,371,"44,42","107,2","25,46",2,"51,2",179200,"36356,88","39800,32",0,0,"76157,20",47.11F Hypermarchés
JARNAC,4568,"43,88","97,37","25,46",1,"40,8",142800,"36356,88","31330,32",0,0,"67687,20",47.11F Hypermarchés
JAULDES,821,"52,03","108,39","26,53",2,"51,2",179200,"37884,84","46618,88",0,0,"84503,72",47.11F Hypermarchés
JAVREZAC,571,"36,02","92,01","25,46",3,"61,4",214900,"36356,88","38703,49",0,0,"75060,37",47.11F Hypermarchés
JUIGNAC,401,"40,12","81,53","23,8",1,"40,8",142800,"33986,4","28645,68",0,0,"62632,08",47.11F Hypermarchés
JUILLAC LE COQ,664,"40,97","91,77","25,46",2,"51,2",179200,"36356,88","36709,12",0,0,"73066,00",47.11F Hypermarchés
JUILLE,184,"39,46","100,47","24,73",1,"40,8",142800,"35314,44","28174,44",0,0,"63488,88",47.11F Hypermarchés
JULIENNE,522,"47,21","101,84","25,46",2,"51,2",179200,"36356,88","42300,16",0,0,"78657,04",47.11F Hypermarchés
L'ISLE D'ESPAGNAC,5779,"53,63","94,11","26,53",1,"40,8",142800,"37884,84","38291,82",0,0,"76176,66",47.11F Hypermarchés
LA CHAPELLE,220,"50,44","114,78","26,39",2,"51,2",179200,"37684,92","45194,24",0,0,"82879,16",47.11F Hypermarchés
LA CHEVRERIE,143,"54,38","106,89","24,62",2,"51,2",179200,"35157,36","48724,48",0,0,"83881,84",47.11F Hypermarchés
LA COURONNE,8024,"53,61","98,01","26,53",3,"61,4",214900,"37884,84","57603,95",0,0,"95488,79",47.11F Hypermarchés
LA FAYE,584,"54,05","97,83","24,62",1,"40,8",142800,"35157,36","38591,70",0,0,"73749,06",47.11F Hypermarchés
LA FORET DE TESSE,204,"49,93","96,03","24,62",1,"40,8",142800,"35157,36","35650,02",0,0,"70807,38",47.11F Hypermarchés
LA MAGDELEINE,117,"47,78","85,95","24,62",3,"61,4",214900,"35157,36","51339,61",0,0,"86496,97",47.11F Hypermarchés
LA ROCHEFOUCAULD-EN-ANGOUMOIS,4136,"47,81","113,39","24,76",2,"51,2",179200,"35357,28","42837,76",0,0,"78195,04",47.11F Hypermarchés
LA ROCHETTE,545,"57,84","154,19","24,76",1,"40,8",142800,"35357,28","41297,76",0,0,"76655,04",47.11F Hypermarchés
LA TACHE,116,"44,91","113,5","26,41",1,"40,8",142800,"37713,48","32065,74",0,0,"69779,22",47.11F Hypermarchés
LACHAISE,312,"39,51","93,28","24,81",3,"61,4",214900,"35428,68","42453,50",0,0,"77882,18",47.11F Hypermarchés
LADIVILLE,120,"37,87","95,98","24,81",1,"40,8",142800,"35428,68","27039,18",0,0,"62467,86",47.11F Hypermarchés
LAGARDE SUR LE NE,191,"42,37","108,16","24,81",1,"40,8",142800,"35428,68","30252,18",0,0,"65680,86",47.11F Hypermarchés
LAPRADE,253,"47,3","86,24","23,8",1,"40,8",142800,"33986,4","33772,20",0,0,"67758,60",47.11F Hypermarchés
LE BOUCHAGE,176,"39,27","112,81","27,15",1,"40,8",142800,"38770,2","28038,78",0,0,"66808,98",47.11F Hypermarchés
LE GOND PONTOUVRE,6234,"54,46","98,9","26,53",1,"40,8",142800,"37884,84","38884,44",0,0,"76769,28",47.11F Hypermarchés
LE GRAND MADIEU,165,"50,65","153,61","31,72",1,"40,8",142800,"45296,16","36164,10",0,0,"81460,26",47.11F Hypermarchés
LE LINDOIS,345,"46,53","162,84","31,42",1,"40,8",142800,"44867,76","33222,42",0,0,"78090,18",47.11F Hypermarchés
LE TATRE,413,"42,8","101,96","24,81",1,"40,8",142800,"35428,68","30559,20",0,0,"65987,88",47.11F Hypermarchés
LE VIEUX CERIER,130,40,"115,72","29,4",1,"40,8",142800,"41983,2","28560,00",0,0,"70543,20",47.11F Hypermarchés
LES ADJOTS,531,"50,45","96,06","24,62",1,"40,8",142800,"35157,36","36021,30",0,0,"71178,66",47.11F Hypermarchés
LES ESSARDS,193,"46,88","89,37","23,8",1,"40,8",142800,"33986,4","33472,32",0,0,"67458,72",47.11F Hypermarchés
LES GOURS,111,"41,07","99,04","22,06",1,"40,8",142800,"31501,68","29323,98",0,0,"60825,66",47.11F Hypermarchés
LES METAIRIES,731,"45,04","86,43","25,46",1,"40,8",142800,"36356,88","32158,56",0,0,"68515,44",47.11F Hypermarchés
LES PINS,484,"45,14","118,42","30,95",1,"40,8",142800,"44196,6","32229,96",0,0,"76426,56",47.11F Hypermarchés
LESIGNAC-DURAND,182,"45,19","144,12","30,99",1,"40,8",142800,"44253,72","32265,66",0,0,"76519,38",47.11F Hypermarchés
LESSAC,534,"51,04","135,93","27,88",1,"40,8",142800,"39812,64","36442,56",0,0,"76255,20",47.11F Hypermarchés
LESTERPS,466,"47,15","138,8","32,48",1,"40,8",142800,"46381,44","33665,10",0,0,"80046,54",47.11F Hypermarchés
LICHERES,88,"49,37","119,02","27,55",1,"40,8",142800,"39341,4","35250,18",0,0,"74591,58",47.11F Hypermarchés
LIGNE,159,"42,27","110,1","28,52",1,"40,8",142800,"40726,56","30180,78",0,0,"70907,34",47.11F Hypermarchés
LIGNIERES-AMBLEVILLE,740,"42,45","98,82","25,46",1,"40,8",142800,"36356,88","30309,30",0,0,"66666,18",47.11F Hypermarchés
LINARS,2139,"55,07","113,22","26,53",1,"40,8",142800,"37884,84","39319,98",0,0,"77204,82",47.11F Hypermarchés
LONDIGNY,260,"53,36","97,85","24,62",3,"61,4",214900,"35157,36","57335,32",0,0,"92492,68",47.11F Hypermarchés
LONGRE,192,"57,51","102,62","24,62",1,"40,8",142800,"35157,36","41062,14",0,0,"76219,50",47.11F Hypermarchés
LONNES,182,"47,67","114,51","25,84",1,"40,8",142800,"36899,52","34036,38",0,0,"70935,90",47.11F Hypermarchés
LOUZAC-SAINT-ANDRE,1008,"37,52","88,7","25,46",1,"40,8",142800,"36356,88","26789,28",0,0,"63146,16",47.11F Hypermarchés
LUPSAULT,105,"49,24","116,84","26,2",2,"51,2",179200,"37413,6","44119,04",0,0,"81532,64",47.11F Hypermarchés
LUSSAC,302,"48,49","134,39","36,96",1,"40,8",142800,"52778,88","34621,86",0,0,"87400,74",47.11F Hypermarchés
LUXE,732,"50,89","104,28","23,82",1,"40,8",142800,"34014,96","36335,46",0,0,"70350,42",47.11F Hypermarchés
MAGNAC-LAVALETTE-VILLARS,450,"40,43","66,17","23,8",1,"40,8",142800,"33986,4","28867,02",0,0,"62853,42",47.11F Hypermarchés
MAGNAC-SUR-TOUVRE,3292,"53,62","99,91","26,53",1,"40,8",142800,"37884,84","38284,68",0,0,"76169,52",47.11F Hypermarchés
MAINE-DE-BOIXE,486,"52,42","120,43","24,83",3,"61,4",214900,"35457,24","56325,29",0,0,"91782,53",47.11F Hypermarchés
MAINXE-GONDEVILLE,1190,"39,61","92,91","25,46",2,"51,2",179200,"36356,88","35490,56",0,0,"71847,44",47.11F Hypermarchés
MAINZAC,115,"40,6","99,38","24,76",2,"51,2",179200,"35357,28","36377,60",0,0,"71734,88",47.11F Hypermarchés
MANOT,545,"41,89","149,72","31,25",1,"40,8",142800,44625,"29909,46",0,0,"74534,46",47.11F Hypermarchés
MANSLE,1709,"51,35","116,31","25,79",1,"40,8",142800,"36828,12","36663,90",0,0,"73492,02",47.11F Hypermarchés
MARCILLAC-LANVILLE,501,"48,24","100,21","25,1",2,"51,2",179200,"35842,8","43223,04",0,0,"79065,84",47.11F Hypermarchés
MAREUIL,402,"47,7","109,42","25,1",1,"40,8",142800,"35842,8","34057,80",0,0,"69900,60",47.11F Hypermarchés
MARILLAC-LE-FRANC,833,"45,57","120,68","24,76",1,"40,8",142800,"35357,28","32536,98",0,0,"67894,26",47.11F Hypermarchés
MARSAC,827,"47,93","102,05","26,53",1,"40,8",142800,"37884,84","34222,02",0,0,"72106,86",47.11F Hypermarchés
MARTHON,568,"44,13","84,25","24,76",1,"40,8",142800,"35357,28","31508,82",0,0,"66866,10",47.11F Hypermarchés
MASSIGNAC,397,"48,7","152,27","32,91",2,"51,2",179200,"46995,48","43635,20",0,0,"90630,68",47.11F Hypermarchés
MAZEROLLES,300,"45,93","151,9","26,76",1,"40,8",142800,"38213,28","16397,01",1,50,"54610,29",47.11F Hypermarchés
MEDILLAC,160,"51,39","96,22","23,8",1,"40,8",142800,"33986,4","36692,46",0,0,"70678,86",47.11F Hypermarchés
MERIGNAC,857,"46,71","94,33","25,46",1,"40,8",142800,"36356,88","33350,94",0,0,"69707,82",47.11F Hypermarchés
MERPINS,1125,"33,2","84,51","25,46",2,"51,2",179200,"36356,88","29747,20",0,0,"66104,08",47.11F Hypermarchés
MESNAC,421,"46,63","112,04","25,46",3,"61,4",214900,"36356,88","50103,94",0,0,"86460,82",47.11F Hypermarchés
MONS,242,"37,13","101,24","25,1",2,"51,2",179200,"35842,8","33268,48",0,0,"69111,28",47.11F Hypermarchés
MONTBOYER,335,"43,43","81,64","23,8",2,"51,2",179200,"33986,4","38913,28",0,0,"72899,68",47.11F Hypermarchés
MONTBRON,2037,"40,59","98,44","24,76",1,"40,8",142800,"35357,28","28981,26",0,0,"64338,54",47.11F Hypermarchés
MONTEMBOEUF,681,"56,13","168,94","32,68",1,"40,8",142800,"46667,04","40076,82",0,0,"86743,86",47.11F Hypermarchés
